Steps,FloorsNum,PeopleNum,Brain,Max people on floor,liftNum
585434,145,1075,lift.main.ImprovedBrain2,17,14
95791,37,375,lift.main.ImprovedBrain2,19,3
20926,145,140,lift.main.ImprovedBrain2,6,12
262759,37,1015,lift.main.ImprovedBrain2,44,8
303799,47,1105,lift.main.ImprovedBrain2,33,10
13603,29,180,lift.main.ImprovedBrain2,11,4
51439,103,295,lift.main.ImprovedBrain2,7,9
10854,27,300,lift.main.ImprovedBrain2,17,14
38702,5,1060,lift.main.ImprovedBrain2,220,11
293848,23,815,lift.main.ImprovedBrain2,52,3
793236,13,1200,lift.main.ImprovedBrain2,116,1
44827,5,1260,lift.main.ImprovedBrain2,272,14
64113,123,290,lift.main.ImprovedBrain2,8,8
52770,13,695,lift.main.ImprovedBrain2,64,8
283218,91,880,lift.main.ImprovedBrain2,17,13
92875,167,330,lift.main.ImprovedBrain2,6,10
15110,113,130,lift.main.ImprovedBrain2,5,9
133000,51,805,lift.main.ImprovedBrain2,23,13
61486,77,430,lift.main.ImprovedBrain2,10,12
235226,95,630,lift.main.ImprovedBrain2,15,8
408178,63,1010,lift.main.ImprovedBrain2,26,8
62791,13,1010,lift.main.ImprovedBrain2,90,14
109273,71,665,lift.main.ImprovedBrain2,15,14
550975,79,990,lift.main.ImprovedBrain2,21,7
164969,95,710,lift.main.ImprovedBrain2,15,14
80301,5,615,lift.main.ImprovedBrain2,132,1
703,27,35,lift.main.ImprovedBrain2,4,5
1032477,121,605,lift.main.ImprovedBrain2,11,2
3603,151,30,lift.main.ImprovedBrain2,3,13
5538,63,80,lift.main.ImprovedBrain2,7,13
138574,45,780,lift.main.ImprovedBrain2,26,10
1030816,115,1040,lift.main.ImprovedBrain2,20,6
3140,61,50,lift.main.ImprovedBrain2,4,5
125241,33,300,lift.main.ImprovedBrain2,16,1
157964,59,855,lift.main.ImprovedBrain2,26,14
22477,31,380,lift.main.ImprovedBrain2,20,12
234207,61,605,lift.main.ImprovedBrain2,18,5
2598517,127,955,lift.main.ImprovedBrain2,13,2
169911,41,1050,lift.main.ImprovedBrain2,40,14
730415,59,965,lift.main.ImprovedBrain2,27,4
41361,9,935,lift.main.ImprovedBrain2,111,13
843686,67,870,lift.main.ImprovedBrain2,22,3
417506,51,1040,lift.main.ImprovedBrain2,29,7
11719,149,80,lift.main.ImprovedBrain2,3,6
621129,37,800,lift.main.ImprovedBrain2,36,2
368973,83,675,lift.main.ImprovedBrain2,16,5
715320,139,935,lift.main.ImprovedBrain2,18,8
738481,63,950,lift.main.ImprovedBrain2,28,4
64674,31,720,lift.main.ImprovedBrain2,33,14
50802,27,590,lift.main.ImprovedBrain2,29,11
556792,167,965,lift.main.ImprovedBrain2,12,14
1857686,135,585,lift.main.ImprovedBrain2,11,1
458236,129,1015,lift.main.ImprovedBrain2,15,14
55042,19,815,lift.main.ImprovedBrain2,50,14
28744,99,120,lift.main.ImprovedBrain2,4,3
804832,117,1175,lift.main.ImprovedBrain2,17,10
371269,37,730,lift.main.ImprovedBrain2,35,3
21049,77,230,lift.main.ImprovedBrain2,8,13
24932,19,545,lift.main.ImprovedBrain2,40,14
733182,103,575,lift.main.ImprovedBrain2,14,2
110649,31,445,lift.main.ImprovedBrain2,24,3
1183275,153,580,lift.main.ImprovedBrain2,11,2
259568,167,545,lift.main.ImprovedBrain2,8,9
10226,99,95,lift.main.ImprovedBrain2,4,5
642551,127,1070,lift.main.ImprovedBrain2,17,11
805407,99,805,lift.main.ImprovedBrain2,19,4
611081,167,745,lift.main.ImprovedBrain2,11,7
79292,7,610,lift.main.ImprovedBrain2,100,2
71296,147,175,lift.main.ImprovedBrain2,4,3
725573,57,735,lift.main.ImprovedBrain2,23,2
762478,155,1160,lift.main.ImprovedBrain2,18,13
528303,129,1020,lift.main.ImprovedBrain2,17,12
645919,55,965,lift.main.ImprovedBrain2,31,4
764391,89,990,lift.main.ImprovedBrain2,23,6
4020094,145,1110,lift.main.ImprovedBrain2,17,2
9505,21,270,lift.main.ImprovedBrain2,23,10
867298,127,1095,lift.main.ImprovedBrain2,15,8
476372,123,800,lift.main.ImprovedBrain2,14,8
112182,7,705,lift.main.ImprovedBrain2,123,2
78418,133,340,lift.main.ImprovedBrain2,9,10
288085,79,820,lift.main.ImprovedBrain2,17,9
142063,75,675,lift.main.ImprovedBrain2,16,12
341245,151,700,lift.main.ImprovedBrain2,10,10
4184429,161,1060,lift.main.ImprovedBrain2,16,2
272359,101,465,lift.main.ImprovedBrain2,10,4
222305,29,1230,lift.main.ImprovedBrain2,53,11
85523,21,925,lift.main.ImprovedBrain2,53,12
123303,49,485,lift.main.ImprovedBrain2,17,5
94996,99,470,lift.main.ImprovedBrain2,10,11
464807,159,840,lift.main.ImprovedBrain2,14,11
107326,37,640,lift.main.ImprovedBrain2,27,8
121970,57,760,lift.main.ImprovedBrain2,23,13
191622,127,195,lift.main.ImprovedBrain2,5,1
25489,69,215,lift.main.ImprovedBrain2,10,7
1769947,163,1170,lift.main.ImprovedBrain2,17,6
33929,93,220,lift.main.ImprovedBrain2,8,7
11527,49,200,lift.main.ImprovedBrain2,8,13
160642,49,870,lift.main.ImprovedBrain2,31,12
138281,19,1265,lift.main.ImprovedBrain2,89,14
143498,79,660,lift.main.ImprovedBrain2,15,12
320855,99,775,lift.main.ImprovedBrain2,15,9
181029,97,615,lift.main.ImprovedBrain2,12,10
149240,35,615,lift.main.ImprovedBrain2,27,5
192888,67,790,lift.main.ImprovedBrain2,20,11
449184,91,1155,lift.main.ImprovedBrain2,25,14
834268,137,1125,lift.main.ImprovedBrain2,16,10
602977,93,640,lift.main.ImprovedBrain2,17,3
201289,117,560,lift.main.ImprovedBrain2,11,9
33086,91,115,lift.main.ImprovedBrain2,4,2
6623,145,55,lift.main.ImprovedBrain2,3,4
51867,111,230,lift.main.ImprovedBrain2,6,6
253642,133,590,lift.main.ImprovedBrain2,10,9
496243,155,635,lift.main.ImprovedBrain2,8,6
3330700,93,940,lift.main.ImprovedBrain2,23,1
311452,13,1055,lift.main.ImprovedBrain2,97,3
808065,125,970,lift.main.ImprovedBrain2,15,7
45927,9,660,lift.main.ImprovedBrain2,82,6
901113,135,1195,lift.main.ImprovedBrain2,17,10
1783,133,15,lift.main.ImprovedBrain2,2,2
652495,61,1200,lift.main.ImprovedBrain2,33,7
10637,81,100,lift.main.ImprovedBrain2,5,4
967094,113,595,lift.main.ImprovedBrain2,12,2
700202,127,890,lift.main.ImprovedBrain2,16,7
136476,13,1180,lift.main.ImprovedBrain2,101,9
1892866,139,940,lift.main.ImprovedBrain2,14,3
364700,69,1100,lift.main.ImprovedBrain2,31,12
108314,109,540,lift.main.ImprovedBrain2,11,13
590626,81,1250,lift.main.ImprovedBrain2,25,11
10898,27,270,lift.main.ImprovedBrain2,16,12
216978,163,640,lift.main.ImprovedBrain2,10,14
55405,121,200,lift.main.ImprovedBrain2,6,4
1472694,167,455,lift.main.ImprovedBrain2,7,1
58294,13,895,lift.main.ImprovedBrain2,87,12
701207,65,1215,lift.main.ImprovedBrain2,28,7
162984,45,395,lift.main.ImprovedBrain2,14,2
864131,129,850,lift.main.ImprovedBrain2,15,5
14344,119,110,lift.main.ImprovedBrain2,4,14
483539,155,520,lift.main.ImprovedBrain2,7,4
129012,27,580,lift.main.ImprovedBrain2,31,4
29869,43,400,lift.main.ImprovedBrain2,18,13
39079,87,105,lift.main.ImprovedBrain2,4,1
258001,119,605,lift.main.ImprovedBrain2,12,8
1152600,67,655,lift.main.ImprovedBrain2,17,1
262847,81,965,lift.main.ImprovedBrain2,20,14
230832,153,665,lift.main.ImprovedBrain2,10,14
72733,7,1045,lift.main.ImprovedBrain2,165,8
34,17,5,lift.main.ImprovedBrain2,1,6
968014,137,815,lift.main.ImprovedBrain2,12,5
330154,135,440,lift.main.ImprovedBrain2,8,4
28672,53,365,lift.main.ImprovedBrain2,14,13
1214509,153,825,lift.main.ImprovedBrain2,12,4
349000,37,730,lift.main.ImprovedBrain2,34,3
915658,135,1240,lift.main.ImprovedBrain2,18,10
467717,105,1105,lift.main.ImprovedBrain2,19,13
9938,81,105,lift.main.ImprovedBrain2,4,7
15029,85,165,lift.main.ImprovedBrain2,7,12
610449,77,690,lift.main.ImprovedBrain2,15,3
20476,23,180,lift.main.ImprovedBrain2,16,2
819,59,20,lift.main.ImprovedBrain2,2,14
560879,45,1045,lift.main.ImprovedBrain2,31,5
92435,53,545,lift.main.ImprovedBrain2,20,9
19707,21,430,lift.main.ImprovedBrain2,28,13
107250,85,315,lift.main.ImprovedBrain2,9,4
244948,85,635,lift.main.ImprovedBrain2,17,7
1824,67,30,lift.main.ImprovedBrain2,3,2
285924,129,230,lift.main.ImprovedBrain2,6,1
1940412,163,1095,lift.main.ImprovedBrain2,16,5
700429,59,1280,lift.main.ImprovedBrain2,33,7
1318347,153,1215,lift.main.ImprovedBrain2,16,8
3895,89,40,lift.main.ImprovedBrain2,3,12
549039,103,885,lift.main.ImprovedBrain2,17,7
99490,155,230,lift.main.ImprovedBrain2,6,4
599371,61,1240,lift.main.ImprovedBrain2,31,8
668470,111,610,lift.main.ImprovedBrain2,13,3
696209,103,1145,lift.main.ImprovedBrain2,20,9
55025,91,310,lift.main.ImprovedBrain2,10,8
474632,89,1000,lift.main.ImprovedBrain2,18,9
105621,157,395,lift.main.ImprovedBrain2,7,12
231343,143,660,lift.main.ImprovedBrain2,11,13
131730,89,250,lift.main.ImprovedBrain2,7,2
81377,93,265,lift.main.ImprovedBrain2,8,4
659212,149,1165,lift.main.ImprovedBrain2,17,14
933280,161,1215,lift.main.ImprovedBrain2,13,12
533053,93,1125,lift.main.ImprovedBrain2,22,11
2816,55,35,lift.main.ImprovedBrain2,3,1
137347,31,735,lift.main.ImprovedBrain2,34,7
68557,61,460,lift.main.ImprovedBrain2,15,10
116158,73,495,lift.main.ImprovedBrain2,16,8
41412,41,275,lift.main.ImprovedBrain2,13,4
15709,133,115,lift.main.ImprovedBrain2,4,9
178145,97,700,lift.main.ImprovedBrain2,14,14
280482,23,665,lift.main.ImprovedBrain2,40,2
202819,43,600,lift.main.ImprovedBrain2,23,4
71569,55,230,lift.main.ImprovedBrain2,10,2
344158,139,620,lift.main.ImprovedBrain2,9,7
19524,103,130,lift.main.ImprovedBrain2,5,5
61872,135,295,lift.main.ImprovedBrain2,9,10
104371,87,370,lift.main.ImprovedBrain2,9,6
1754509,59,1105,lift.main.ImprovedBrain2,32,2
1038493,119,1205,lift.main.ImprovedBrain2,20,8
840997,87,1250,lift.main.ImprovedBrain2,22,8
562757,139,740,lift.main.ImprovedBrain2,14,7
545121,37,735,lift.main.ImprovedBrain2,32,2
294604,19,1235,lift.main.ImprovedBrain2,83,6
44054,19,510,lift.main.ImprovedBrain2,42,7
66981,79,470,lift.main.ImprovedBrain2,13,13
1011,37,35,lift.main.ImprovedBrain2,4,7
193658,37,355,lift.main.ImprovedBrain2,15,1
286545,93,485,lift.main.ImprovedBrain2,11,4
167421,117,415,lift.main.ImprovedBrain2,8,6
14508,53,140,lift.main.ImprovedBrain2,8,4
61870,13,545,lift.main.ImprovedBrain2,50,4
26409,149,145,lift.main.ImprovedBrain2,4,6
283214,55,1085,lift.main.ImprovedBrain2,28,12
3745047,153,790,lift.main.ImprovedBrain2,10,1
460495,29,1085,lift.main.ImprovedBrain2,55,4
47132,43,330,lift.main.ImprovedBrain2,15,5
4839724,125,965,lift.main.ImprovedBrain2,16,1
12813,21,360,lift.main.ImprovedBrain2,30,14
67532,59,300,lift.main.ImprovedBrain2,11,4
145058,17,655,lift.main.ImprovedBrain2,48,3
39784,19,405,lift.main.ImprovedBrain2,28,5
617602,21,845,lift.main.ImprovedBrain2,51,1
2900270,147,680,lift.main.ImprovedBrain2,11,1
1558027,77,1260,lift.main.ImprovedBrain2,27,4
480774,47,1165,lift.main.ImprovedBrain2,39,7
46352,61,360,lift.main.ImprovedBrain2,13,9
55853,19,715,lift.main.ImprovedBrain2,50,11
5731,15,155,lift.main.ImprovedBrain2,16,4
518829,133,775,lift.main.ImprovedBrain2,12,7
816324,155,1105,lift.main.ImprovedBrain2,13,11
578244,21,1015,lift.main.ImprovedBrain2,58,2
600936,115,865,lift.main.ImprovedBrain2,14,7
276926,17,885,lift.main.ImprovedBrain2,69,3
9637,23,260,lift.main.ImprovedBrain2,18,10
455097,149,495,lift.main.ImprovedBrain2,9,4
71171,11,385,lift.main.ImprovedBrain2,42,1
371311,133,855,lift.main.ImprovedBrain2,12,13
1759145,91,1085,lift.main.ImprovedBrain2,20,3
99576,35,850,lift.main.ImprovedBrain2,34,14
3371,109,35,lift.main.ImprovedBrain2,3,5
180987,127,575,lift.main.ImprovedBrain2,13,12
127458,63,640,lift.main.ImprovedBrain2,16,10
192161,57,665,lift.main.ImprovedBrain2,18,7
1068891,115,1150,lift.main.ImprovedBrain2,24,7
28638,87,210,lift.main.ImprovedBrain2,7,7
139765,77,680,lift.main.ImprovedBrain2,17,13
750764,157,925,lift.main.ImprovedBrain2,15,9
821,117,15,lift.main.ImprovedBrain2,1,13
122923,41,665,lift.main.ImprovedBrain2,26,8
531129,89,860,lift.main.ImprovedBrain2,15,6
9488019,159,1250,lift.main.ImprovedBrain2,15,1
555718,103,1245,lift.main.ImprovedBrain2,20,13
118946,25,705,lift.main.ImprovedBrain2,39,6
40501,23,340,lift.main.ImprovedBrain2,26,4
889095,53,995,lift.main.ImprovedBrain2,27,3
7861717,125,1225,lift.main.ImprovedBrain2,16,1
238029,69,885,lift.main.ImprovedBrain2,21,12
203561,101,725,lift.main.ImprovedBrain2,17,13
23561,127,145,lift.main.ImprovedBrain2,5,7
103595,157,300,lift.main.ImprovedBrain2,8,8
1412194,29,1090,lift.main.ImprovedBrain2,51,1
1736712,91,880,lift.main.ImprovedBrain2,18,2
514509,95,1080,lift.main.ImprovedBrain2,20,10
127723,129,460,lift.main.ImprovedBrain2,9,10
303309,135,680,lift.main.ImprovedBrain2,11,10
40099,29,495,lift.main.ImprovedBrain2,28,10
551331,115,1095,lift.main.ImprovedBrain2,20,12
802836,163,1165,lift.main.ImprovedBrain2,14,13
520707,123,650,lift.main.ImprovedBrain2,13,5
133046,59,525,lift.main.ImprovedBrain2,18,6
559205,53,645,lift.main.ImprovedBrain2,23,2
49235,31,495,lift.main.ImprovedBrain2,26,9
149880,143,460,lift.main.ImprovedBrain2,9,10
6138974,159,1295,lift.main.ImprovedBrain2,18,2
843369,147,875,lift.main.ImprovedBrain2,13,6
3124,85,40,lift.main.ImprovedBrain2,2,8
770550,131,875,lift.main.ImprovedBrain2,13,6
859485,89,655,lift.main.ImprovedBrain2,16,2
552629,119,690,lift.main.ImprovedBrain2,15,5
2718182,115,1185,lift.main.ImprovedBrain2,21,3
441461,51,1285,lift.main.ImprovedBrain2,39,10
5243,15,250,lift.main.ImprovedBrain2,25,13
992278,141,965,lift.main.ImprovedBrain2,18,6
167885,53,680,lift.main.ImprovedBrain2,21,8
138712,131,415,lift.main.ImprovedBrain2,9,8
320654,53,1055,lift.main.ImprovedBrain2,33,10
469178,145,530,lift.main.ImprovedBrain2,9,4
1149928,123,860,lift.main.ImprovedBrain2,17,4
231048,81,420,lift.main.ImprovedBrain2,12,3
706797,71,895,lift.main.ImprovedBrain2,24,4
279641,163,600,lift.main.ImprovedBrain2,11,10
367416,57,495,lift.main.ImprovedBrain2,17,2
894063,81,1155,lift.main.ImprovedBrain2,22,6
1548036,37,1260,lift.main.ImprovedBrain2,43,2
3362369,87,1270,lift.main.ImprovedBrain2,27,2
75296,11,950,lift.main.ImprovedBrain2,98,9
20697,143,140,lift.main.ImprovedBrain2,4,13
63258,141,305,lift.main.ImprovedBrain2,8,11
686,161,5,lift.main.ImprovedBrain2,1,10
110959,57,470,lift.main.ImprovedBrain2,15,6
1525545,59,795,lift.main.ImprovedBrain2,26,1
657703,95,1275,lift.main.ImprovedBrain2,23,11
315720,105,865,lift.main.ImprovedBrain2,16,12
2664378,157,1215,lift.main.ImprovedBrain2,14,4
311893,167,545,lift.main.ImprovedBrain2,9,8
633814,159,900,lift.main.ImprovedBrain2,14,10
938413,59,1230,lift.main.ImprovedBrain2,31,5
42175,5,920,lift.main.ImprovedBrain2,206,8
18028,159,105,lift.main.ImprovedBrain2,4,12
122538,41,670,lift.main.ImprovedBrain2,26,8
979307,105,1250,lift.main.ImprovedBrain2,21,8
54717,137,265,lift.main.ImprovedBrain2,8,9
30021,99,225,lift.main.ImprovedBrain2,8,10
166783,27,975,lift.main.ImprovedBrain2,52,9
7743,69,55,lift.main.ImprovedBrain2,4,1
14689,57,150,lift.main.ImprovedBrain2,7,5
127128,141,490,lift.main.ImprovedBrain2,9,13
221074,165,570,lift.main.ImprovedBrain2,11,11
120639,111,290,lift.main.ImprovedBrain2,9,4
139954,63,680,lift.main.ImprovedBrain2,17,11
853715,131,525,lift.main.ImprovedBrain2,11,2
15129,25,295,lift.main.ImprovedBrain2,19,8
165159,163,280,lift.main.ImprovedBrain2,6,4
107651,117,295,lift.main.ImprovedBrain2,7,5
46262,57,380,lift.main.ImprovedBrain2,13,9
58119,77,240,lift.main.ImprovedBrain2,7,4
639901,101,815,lift.main.ImprovedBrain2,17,5
18462,33,115,lift.main.ImprovedBrain2,8,1
191,23,10,lift.main.ImprovedBrain2,3,7
53141,37,405,lift.main.ImprovedBrain2,18,6
139024,31,755,lift.main.ImprovedBrain2,37,7
909179,13,1290,lift.main.ImprovedBrain2,109,1
1401,95,20,lift.main.ImprovedBrain2,2,2
8672,43,175,lift.main.ImprovedBrain2,8,14
401422,41,1120,lift.main.ImprovedBrain2,42,7
620753,37,1100,lift.main.ImprovedBrain2,43,4
603754,63,1060,lift.main.ImprovedBrain2,23,6
407723,109,805,lift.main.ImprovedBrain2,15,8
15797,109,145,lift.main.ImprovedBrain2,5,12
521095,121,335,lift.main.ImprovedBrain2,8,1
1613,145,15,lift.main.ImprovedBrain2,1,4
4380,45,85,lift.main.ImprovedBrain2,5,5
4436,59,60,lift.main.ImprovedBrain2,4,14
63647,69,380,lift.main.ImprovedBrain2,12,8
18509,57,240,lift.main.ImprovedBrain2,9,11
1024545,149,850,lift.main.ImprovedBrain2,14,5
1293284,117,960,lift.main.ImprovedBrain2,14,4
42739,119,90,lift.main.ImprovedBrain2,3,1
90978,11,775,lift.main.ImprovedBrain2,88,5
1147319,133,965,lift.main.ImprovedBrain2,15,5
492092,157,630,lift.main.ImprovedBrain2,10,6
152645,41,990,lift.main.ImprovedBrain2,33,14
161063,121,390,lift.main.ImprovedBrain2,7,6
134152,165,450,lift.main.ImprovedBrain2,7,12
298782,113,885,lift.main.ImprovedBrain2,15,14
1206475,53,1140,lift.main.ImprovedBrain2,37,3
10764,7,515,lift.main.ImprovedBrain2,96,12
476274,153,365,lift.main.ImprovedBrain2,7,2
2118074,97,1170,lift.main.ImprovedBrain2,21,3
69219,33,705,lift.main.ImprovedBrain2,30,13
75033,151,345,lift.main.ImprovedBrain2,9,13
233985,71,755,lift.main.ImprovedBrain2,20,9
28589,145,160,lift.main.ImprovedBrain2,4,7
9835,105,90,lift.main.ImprovedBrain2,4,9
1379522,71,1095,lift.main.ImprovedBrain2,27,3
191577,101,545,lift.main.ImprovedBrain2,12,8
73877,71,405,lift.main.ImprovedBrain2,10,8
79518,29,710,lift.main.ImprovedBrain2,32,10
389992,39,490,lift.main.ImprovedBrain2,22,1
66899,47,520,lift.main.ImprovedBrain2,19,10
324408,17,830,lift.main.ImprovedBrain2,63,2
17460,95,105,lift.main.ImprovedBrain2,4,3
80602,17,730,lift.main.ImprovedBrain2,50,7
1929,57,35,lift.main.ImprovedBrain2,2,5
194578,27,1055,lift.main.ImprovedBrain2,48,9
20077,57,290,lift.main.ImprovedBrain2,10,13
387904,73,1035,lift.main.ImprovedBrain2,24,10
4006,141,30,lift.main.ImprovedBrain2,1,2
170513,27,825,lift.main.ImprovedBrain2,43,6
309653,37,695,lift.main.ImprovedBrain2,26,3
24594,137,165,lift.main.ImprovedBrain2,4,14
206959,107,595,lift.main.ImprovedBrain2,14,9
99911,57,690,lift.main.ImprovedBrain2,20,14
91658,115,320,lift.main.ImprovedBrain2,7,6
155632,31,780,lift.main.ImprovedBrain2,37,7
82962,13,625,lift.main.ImprovedBrain2,69,4
1213165,139,885,lift.main.ImprovedBrain2,12,4
993803,159,795,lift.main.ImprovedBrain2,12,5
881320,25,1180,lift.main.ImprovedBrain2,64,2
139757,15,470,lift.main.ImprovedBrain2,49,1
32556,11,625,lift.main.ImprovedBrain2,69,9
159553,31,875,lift.main.ImprovedBrain2,38,8
693833,11,1215,lift.main.ImprovedBrain2,126,1
37034,11,665,lift.main.ImprovedBrain2,71,9
1637,27,55,lift.main.ImprovedBrain2,5,8
1069189,105,820,lift.main.ImprovedBrain2,18,3
13599,165,80,lift.main.ImprovedBrain2,3,9
22174,19,370,lift.main.ImprovedBrain2,27,7
257565,35,965,lift.main.ImprovedBrain2,40,7
1769309,163,1270,lift.main.ImprovedBrain2,13,7
8606,35,205,lift.main.ImprovedBrain2,10,13
335889,49,1270,lift.main.ImprovedBrain2,40,12
361069,37,1210,lift.main.ImprovedBrain2,45,8
30841,121,140,lift.main.ImprovedBrain2,4,5
38862,7,955,lift.main.ImprovedBrain2,151,12
117477,149,460,lift.main.ImprovedBrain2,9,14
390235,141,820,lift.main.ImprovedBrain2,11,11
232725,41,1085,lift.main.ImprovedBrain2,38,11
944638,155,805,lift.main.ImprovedBrain2,12,5
45800,5,975,lift.main.ImprovedBrain2,224,8
240347,25,1000,lift.main.ImprovedBrain2,50,6
271726,137,745,lift.main.ImprovedBrain2,12,14
5447,149,45,lift.main.ImprovedBrain2,2,8
2241586,103,1170,lift.main.ImprovedBrain2,20,3
186446,93,680,lift.main.ImprovedBrain2,15,11
19144,109,160,lift.main.ImprovedBrain2,5,14
210076,145,580,lift.main.ImprovedBrain2,9,12
984374,69,935,lift.main.ImprovedBrain2,25,3
1139062,81,1175,lift.main.ImprovedBrain2,24,5
420,7,50,lift.main.ImprovedBrain2,11,9
392827,25,630,lift.main.ImprovedBrain2,34,1
4752,45,70,lift.main.ImprovedBrain2,5,3
1157596,117,1105,lift.main.ImprovedBrain2,18,6
168091,89,525,lift.main.ImprovedBrain2,13,7
495634,23,1065,lift.main.ImprovedBrain2,61,3
830725,159,365,lift.main.ImprovedBrain2,8,1
13118,89,140,lift.main.ImprovedBrain2,7,10
284121,79,465,lift.main.ImprovedBrain2,11,3
1836288,123,815,lift.main.ImprovedBrain2,13,2
41593,27,630,lift.main.ImprovedBrain2,36,14
7242,143,55,lift.main.ImprovedBrain2,2,12
628950,105,785,lift.main.ImprovedBrain2,16,5
1858792,105,1210,lift.main.ImprovedBrain2,21,4
235499,17,1145,lift.main.ImprovedBrain2,95,6
6575193,113,1205,lift.main.ImprovedBrain2,24,1
1848984,151,1120,lift.main.ImprovedBrain2,15,5
12896,15,200,lift.main.ImprovedBrain2,22,3
343065,11,865,lift.main.ImprovedBrain2,98,1
6879,143,55,lift.main.ImprovedBrain2,4,10
777283,157,1230,lift.main.ImprovedBrain2,16,14
313645,57,1225,lift.main.ImprovedBrain2,29,14
12013,77,145,lift.main.ImprovedBrain2,6,8
1063659,145,865,lift.main.ImprovedBrain2,13,5
71275,47,490,lift.main.ImprovedBrain2,17,8
312282,35,1150,lift.main.ImprovedBrain2,47,8
770530,25,880,lift.main.ImprovedBrain2,49,1
259487,77,850,lift.main.ImprovedBrain2,19,11
10247,27,250,lift.main.ImprovedBrain2,15,10
1911,71,30,lift.main.ImprovedBrain2,4,10
79456,23,850,lift.main.ImprovedBrain2,51,12
203782,65,850,lift.main.ImprovedBrain2,21,12
42723,41,420,lift.main.ImprovedBrain2,16,9
106139,93,485,lift.main.ImprovedBrain2,10,10
5829,65,85,lift.main.ImprovedBrain2,4,14
678053,99,1055,lift.main.ImprovedBrain2,19,8
2738941,97,1095,lift.main.ImprovedBrain2,19,2
187730,141,565,lift.main.ImprovedBrain2,10,11
845266,123,1065,lift.main.ImprovedBrain2,15,8
4980053,91,1170,lift.main.ImprovedBrain2,29,1
592860,121,830,lift.main.ImprovedBrain2,13,7
111160,31,345,lift.main.ImprovedBrain2,23,2
89951,63,310,lift.main.ImprovedBrain2,9,4
1031917,129,1070,lift.main.ImprovedBrain2,16,7
291875,145,625,lift.main.ImprovedBrain2,10,10
76468,71,455,lift.main.ImprovedBrain2,13,10
352419,93,310,lift.main.ImprovedBrain2,8,1
25156,5,395,lift.main.ImprovedBrain2,88,2
497312,67,760,lift.main.ImprovedBrain2,19,4
839,21,35,lift.main.ImprovedBrain2,6,9
1067131,103,490,lift.main.ImprovedBrain2,12,1
846477,143,380,lift.main.ImprovedBrain2,8,1
1936,65,25,lift.main.ImprovedBrain2,3,6
26316,129,200,lift.main.ImprovedBrain2,5,14
182751,155,470,lift.main.ImprovedBrain2,9,9
22660,19,490,lift.main.ImprovedBrain2,37,12
59573,85,380,lift.main.ImprovedBrain2,11,11
1323,127,10,lift.main.ImprovedBrain2,1,8
811357,65,545,lift.main.ImprovedBrain2,16,1
204278,41,1055,lift.main.ImprovedBrain2,36,12
123472,23,955,lift.main.ImprovedBrain2,56,10
207957,135,560,lift.main.ImprovedBrain2,9,10
1652939,135,705,lift.main.ImprovedBrain2,11,2
980531,137,850,lift.main.ImprovedBrain2,14,5
88721,9,1175,lift.main.ImprovedBrain2,151,10
236928,59,1030,lift.main.ImprovedBrain2,25,14
2431,5,195,lift.main.ImprovedBrain2,46,6
212504,67,655,lift.main.ImprovedBrain2,21,7
89707,65,585,lift.main.ImprovedBrain2,17,13
10829,15,275,lift.main.ImprovedBrain2,25,7
129737,129,450,lift.main.ImprovedBrain2,8,10
763566,75,770,lift.main.ImprovedBrain2,18,3
9402933,151,1265,lift.main.ImprovedBrain2,16,1
82581,143,255,lift.main.ImprovedBrain2,6,5
1170024,113,1215,lift.main.ImprovedBrain2,20,7
8638,27,125,lift.main.ImprovedBrain2,12,3
61140,127,245,lift.main.ImprovedBrain2,7,6
31712,75,225,lift.main.ImprovedBrain2,7,6
44940,31,560,lift.main.ImprovedBrain2,32,12
42326,85,285,lift.main.ImprovedBrain2,8,9
848579,63,1030,lift.main.ImprovedBrain2,26,4
356329,29,940,lift.main.ImprovedBrain2,45,4
1342023,115,1275,lift.main.ImprovedBrain2,23,7
147002,37,1025,lift.main.ImprovedBrain2,37,14
216434,149,480,lift.main.ImprovedBrain2,8,8
168171,165,525,lift.main.ImprovedBrain2,10,14
497717,135,1020,lift.main.ImprovedBrain2,17,13
17902,11,535,lift.main.ImprovedBrain2,58,12
9999,43,110,lift.main.ImprovedBrain2,6,3
801388,89,1195,lift.main.ImprovedBrain2,23,8
15008,61,165,lift.main.ImprovedBrain2,8,7
6517,79,85,lift.main.ImprovedBrain2,4,6
106251,13,1105,lift.main.ImprovedBrain2,105,10
22138,45,315,lift.main.ImprovedBrain2,15,12
133798,143,435,lift.main.ImprovedBrain2,9,10
3063714,155,700,lift.main.ImprovedBrain2,11,1
216044,27,575,lift.main.ImprovedBrain2,30,2
172904,31,1100,lift.main.ImprovedBrain2,48,12
244151,65,995,lift.main.ImprovedBrain2,24,13
393230,59,1095,lift.main.ImprovedBrain2,32,9
779814,135,850,lift.main.ImprovedBrain2,14,6
6616,127,50,lift.main.ImprovedBrain2,3,12
46333,23,635,lift.main.ImprovedBrain2,39,12
569018,99,485,lift.main.ImprovedBrain2,12,2
341252,73,810,lift.main.ImprovedBrain2,20,7
84334,79,380,lift.main.ImprovedBrain2,10,7
847684,105,1170,lift.main.ImprovedBrain2,19,8
219658,83,835,lift.main.ImprovedBrain2,19,13
1544,109,15,lift.main.ImprovedBrain2,2,2
1517283,143,950,lift.main.ImprovedBrain2,14,4
